rank,rider,rider_number,team,time,bonus,penalty,stage,date,distance,origin,destination,stage_type,winner_country,general,points,mountains,young,stage_winner,time_seconds,cumtime,gc_rank,timediff
168,Wout Van Aert,18,Team Jumbo - Visma,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,50812,60,321
47,Nelson Oliveira,95,Movistar Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50893,61,10
80,Niklas Eg,102,Trek - Segafredo,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50893,62,10
106,Robert Gesink,15,Team Jumbo - Visma,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50893,63,10
77,Diego Rosa,86,Team Arkea - Samsic,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50967,64,10
23,Jan Polanc,138,Uae Team Emirates,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50969,65,10
31,Gregor Mühlberger,25,Bora - Hansgrohe,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50991,66,10
46,Cyril Gautier,215,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50991,67,10
55,Felix Grossschartner,23,Bora - Hansgrohe,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50991,68,10
98,Toms Skujins,106,Trek - Segafredo,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50991,69,10
109,Lennard Kämna,24,Bora - Hansgrohe,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50991,70,10
119,Dario Cataldo,92,Movistar Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,50991,71,10
163,Winner Anacona,82,Team Arkea - Samsic,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,51105,72,321
167,Mikael Cherel,32,Ag2r La Mondiale,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,51105,73,321
24,Clément Venturini,37,Ag2r La Mondiale,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51135,74,10
56,Søren Kragh Andersen,205,Team Sunweb,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51204,75,10
94,Neilson Powless,77,Ef Pro Cycling,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51204,76,10
126,Ben Hermans,173,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51235,77,10
144,Dries Devenyns,46,Deceuninck - Quick - Step,5H 18M 8S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19088,51271,78,36
150,Carlos Verona,98,Movistar Team,5H 20M 7S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19207,51349,79,155
5,Peter Sagan,21,Bora - Hansgrohe,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,80,10
6,Edward Theuns,108,Trek - Segafredo,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,81,10
13,Jonas Koch,115,Ccc Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,82,10
25,Oliver Naesen,35,Ag2r La Mondiale,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,83,10
27,Daniel Oss,26,Bora - Hansgrohe,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,84,10
28,Omar Fraile,142,Astana Pro Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,85,10
45,Tiesj Benoot,201,Team Sunweb,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,86,10
51,Nans Peters,36,Ag2r La Mondiale,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,87,10
65,Connor Swift,88,Team Arkea - Samsic,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,88,10
73,José Rojas,96,Movistar Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,89,10
76,Amund Grøndahl Jansen,13,Team Jumbo - Visma,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,90,10
79,Stefan Küng,54,Groupama - Fdj,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,91,10
82,Dylan Van Baarle,8,Ineos Grenadiers,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,92,10
108,David Gaudu,53,Groupama - Fdj,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,93,10
112,Tejay Van Garderen,78,Ef Pro Cycling,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,94,10
113,Nils Politt,177,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,95,10
117,Sonny Colbrelli,64,Bahrain - Mclaren,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,96,10
118,Kasper Asgreen,42,Deceuninck - Quick - Step,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,97,10
135,Daniel Martin,171,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,98,10
138,Quentin Pacher,216,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,99,10
139,Michael Schär,116,Ccc Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,100,10
143,Edvald Boasson Hagen,192,Ntt Pro Cycling Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51437,101,10
129,Simon Geschke,113,Ccc Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51457,102,10
151,Roman Kreuziger,196,Ntt Pro Cycling Team,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,51607,103,180
153,Michael Gogl,194,Ntt Pro Cycling Team,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,51607,104,180
156,Tim Declercq,45,Deceuninck - Quick - Step,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,51607,105,180
159,Jan Hirt,114,Ccc Team,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,51613,106,180
8,Matteo Trentin,117,Ccc Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,107,10
14,Jack Bauer,162,Mitchelton - Scott,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,108,10
68,Daryl Impey,165,Mitchelton - Scott,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,109,10
86,Pierre Luc Perichon,127,Cofidis,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,110,10
88,Matej Mohoric,66,Bahrain - Mclaren,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,111,10
131,Michael Hundahl Valgren,195,Ntt Pro Cycling Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,112,10
141,Jens Keukeleire,75,Ef Pro Cycling,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51614,113,10
160,Alessandro De Marchi,112,Ccc Team,5H 21M 24S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19284,51659,114,232
12,Tom Van Asbroeck,178,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51670,115,10
16,Hugo Houle,143,Astana Pro Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51670,116,10
44,Imanol Erviti,93,Movistar Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51670,117,10
54,Joris Nieuwenhuis,206,Team Sunweb,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51670,118,10
62,Matthieu Ladagnous,55,Groupama - Fdj,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51670,119,10
66,Cyril Barthe,212,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51670,120,10
148,Christopher Juul Jensen,166,Mitchelton - Scott,5H 19M 5S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19145,51697,121,93
165,Benoit Cosnefroy,33,Ag2r La Mondiale,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,51748,122,321
169,Tony Martin,17,Team Jumbo - Visma,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,51748,123,321
171,Dayer Quintana,85,Team Arkea - Samsic,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,51748,124,321
172,Lukas Pöstlberger,27,Bora - Hansgrohe,5H 25M 14S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19514,51889,125,462
133,Guy Niv,176,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,51928,126,10
15,Alexander Kristoff,135,Uae Team Emirates,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52057,127,10
35,Mads Pedersen,105,Trek - Segafredo,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52061,128,10
4,Hugo Hofstetter,174,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,129,10
11,Luka Mezgec,167,Mitchelton - Scott,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,130,10
32,Michael Mørkøv,48,Deceuninck - Quick - Step,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,131,10
33,Elia Viviani,128,Cofidis,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,132,10
39,Anthony Turgis,188,Total Direct Energie,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,133,10
43,Christophe Laporte,125,Cofidis,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,134,10
49,Vegard Stake Laengen,136,Uae Team Emirates,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,135,10
64,Jens Debusschere,214,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,136,10
85,Marco Haller,65,Bahrain - Mclaren,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,137,10
122,Maxime Chevalier,213,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,138,10
127,Casper Phillip Pedersen,207,Team Sunweb,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,139,10
130,Marco Marcato,137,Uae Team Emirates,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,140,10
137,Andrey Amador,2,Ineos Grenadiers,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52067,141,10
2,Sam Bennett,43,Deceuninck - Quick - Step,5H 17M 36S,6,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19056,52101,142,4
3,Giacomo Nizzolo,191,Ntt Pro Cycling Team,5H 17M 38S,4,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19058,52103,143,6
7,Cees Bol,203,Team Sunweb,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52103,144,10
9,Bryan Coquard,211,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,145,10
20,Simone Consonni,122,Cofidis,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,146,10
26,Clément Russo,87,Team Arkea - Samsic,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,147,10
69,Samuel Bewley,163,Mitchelton - Scott,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,148,10
70,Ryan Gibbons,193,Ntt Pro Cycling Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,149,10
103,Maximilian Walscheid,198,Ntt Pro Cycling Team,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,150,10
104,Kévin Reza,217,B&B Hotels - Vital Concept P / B Ktm,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,151,10
134,André Greipel,172,Israel Start-Up Nation,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52107,152,10
1,Caleb Ewan,151,Lotto Soudal,5H 17M 32S,10,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19052,52110,153,0
145,Jasper De Buyst,153,Lotto Soudal,5H 18M 13S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19093,52151,154,41
147,Roger Kluge,158,Lotto Soudal,5H 18M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19133,52178,155,81
164,Wouter Poels,67,Bahrain - Mclaren,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,52230,156,321
157,Geoffrey Soupe,187,Total Direct Energie,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,52237,157,180
152,Frederik Frison,156,Lotto Soudal,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,52277,158,180
154,Fabien Grellier,185,Total Direct Energie,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,52277,159,180
155,William Bonnet,52,Groupama - Fdj,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,52277,160,180
158,David De La Cruz,133,Uae Team Emirates,5H 20M 32S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19232,52277,161,180
124,Lilian Calmejane,183,Total Direct Energie,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52358,162,10
166,Rémi Cavagna,44,Deceuninck - Quick - Step,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,52378,163,321
149,Luke Rowe,6,Ineos Grenadiers,5H 19M 19S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19159,52397,164,107
40,Kévin Ledanois,84,Team Arkea - Samsic,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52398,165,10
132,Mathieu Burgaudeau,182,Total Direct Energie,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52398,166,10
10,Niccolò Bonifazio,181,Total Direct Energie,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52771,167,10
37,Nikias Arndt,202,Team Sunweb,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52771,168,10
128,Thomas De Gendt,154,Lotto Soudal,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52771,169,10
116,Steff Cras,152,Lotto Soudal,5H 17M 42S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19062,52891,170,10
170,Jérôme Cousin,184,Total Direct Energie,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,53082,171,321
161,Pavel Sivakov,7,Ineos Grenadiers,5H 22M 53S,0,0,3,2020-08-31,198,Nice,Sisteron,Flat stage,AUS,41,21,33,204,151,19373,53162,172,321
5,Julian Alaphilippe,41,Deceuninck - Quick - Step,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65224,1,10
10,Adam Yates,161,Mitchelton - Scott,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65228,2,10
1,Primož Roglic,11,Team Jumbo - Visma,4H 7M 37S,10,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14857,65231,3,0
2,Tadej Pogacar,131,Uae Team Emirates,4H 7M 41S,6,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14861,65235,4,4
3,Guillaume Martin,121,Cofidis,4H 7M 43S,4,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14863,65237,5,6
4,Nairo Quintana,81,Team Arkea - Samsic,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,6,10
6,Miguel Angel Lopez,141,Astana Pro Team,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,7,10
7,Egan Bernal,1,Ineos Grenadiers,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,8,10
8,Thibaut Pinot,51,Groupama - Fdj,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,9,10
9,Mikel Landa,61,Bahrain - Mclaren,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,10,10
11,Tom Dumoulin,14,Team Jumbo - Visma,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,11,10
12,Esteban Chaves,164,Mitchelton - Scott,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,12,10
13,Bauke Mollema,104,Trek - Segafredo,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,13,10
14,Richie Porte,101,Trek - Segafredo,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,14,10
15,Rigoberto Uran,71,Ef Pro Cycling,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,15,10
16,Romain Bardet,31,Ag2r La Mondiale,4H 7M 47S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14867,65241,16,10
17,Emanuel Buchmann,22,Bora - Hansgrohe,4H 7M 56S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14876,65250,17,19
18,Enric Mas,94,Movistar Team,4H 7M 56S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14876,65250,18,19
21,Alejandro Valverde,91,Movistar Team,4H 8M 8S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14888,65262,19,31
22,Nicolas Roche,208,Team Sunweb,4H 8M 15S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14895,65269,20,38
23,Damiano Caruso,63,Bahrain - Mclaren,4H 8M 15S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14895,65269,21,38
24,Richard Carapaz,3,Ineos Grenadiers,4H 8M 15S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14895,65269,22,38
27,Sergio Andres Higuita,74,Ef Pro Cycling,4H 8M 15S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14895,65269,23,38
28,Marc Hirschi,204,Team Sunweb,4H 8M 25S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14905,65269,24,48
29,Pierre Rolland,218,B&B Hotels - Vital Concept P / B Ktm,4H 8M 44S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14924,65298,25,67
30,Davide Formolo,134,Uae Team Emirates,4H 8M 44S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14924,65298,26,67
32,Pierre Latour,34,Ag2r La Mondiale,4H 8M 52S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14932,65306,27,75
33,Jesus Herrada,124,Cofidis,4H 8M 57S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14937,65311,28,80
34,Kenny Elissonde,103,Trek - Segafredo,4H 9M 2S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14942,65316,29,85
43,Pello Bilbao,62,Bahrain - Mclaren,4H 9M 53S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14993,65367,30,136
19,Sepp Kuss,16,Team Jumbo - Visma,4H 7M 56S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14876,65377,31,19
37,Marc Soler,97,Movistar Team,4H 9M 4S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14944,65388,32,87
35,Domenico Pozzovivo,197,Ntt Pro Cycling Team,4H 9M 2S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14942,65390,33,85
49,Alexey Lutsenko,146,Astana Pro Team,4H 10M 51S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,15051,65425,34,194
52,Greg Van Avermaet,111,Ccc Team,4H 10M 51S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,15051,65425,35,194
56,Maximilian Schachmann,28,Bora - Hansgrohe,4H 11M 9S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,15069,65443,36,212
57,Luis León Sanchez,147,Astana Pro Team,4H 11M 9S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,15069,65443,37,212
36,Fabio Aru,132,Uae Team Emirates,4H 9M 4S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14944,65445,38,87
20,Hugh John Carthy,73,Ef Pro Cycling,4H 8M 2S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14882,65472,39,25
26,Daniel Felipe Martinez,76,Ef Pro Cycling,4H 8M 15S,0,0,4,2020-09-01,160.5,Sisteron,Orcières-Merlette,Hilly stage,SLO,41,21,33,131,NA,14895,65485,40,38
