rank,rider,rider_number,team,time,bonus,penalty,stage,date,distance,origin,destination,stage_type,winner_country,general,points,mountains,young,stage_winner,time_seconds,cumtime,gc_rank,timediff
1,Alexander Kristoff,135,Uae Team Emirates,3H 46M 13S,10,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13573,13573,1,0
2,Mads Pedersen,105,Trek - Segafredo,3H 46M 17S,6,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13577,13577,2,4
3,Cees Bol,203,Team Sunweb,3H 46M 19S,4,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13579,13579,3,6
4,Sam Bennett,43,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,4,10
5,Peter Sagan,21,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,5,10
6,Elia Viviani,128,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,6,10
7,Giacomo Nizzolo,191,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,7,10
8,Bryan Coquard,211,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,8,10
9,Anthony Turgis,188,Total Direct Energie,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,9,10
10,Jasper Stuyven,107,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,10,10
11,Oliver Naesen,35,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,11,10
12,Matteo Trentin,117,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,12,10
13,Clément Venturini,37,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,13,10
14,Luka Mezgec,167,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,14,10
15,Hugo Houle,143,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,15,10
16,Sergio Andres Higuita,74,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,16,10
17,Tadej Pogacar,131,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,17,10
18,Connor Swift,88,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,18,10
19,Caleb Ewan,151,Lotto Soudal,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,19,10
20,Christophe Laporte,125,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,20,10
21,Jonas Koch,115,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,21,10
22,Michael Mørkøv,48,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,22,10
23,Marco Haller,65,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,23,10
24,Cyril Gautier,215,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,24,10
25,Davide Formolo,134,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,25,10
26,Andrey Amador,2,Ineos Grenadiers,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,26,10
27,Vegard Stake Laengen,136,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,27,10
28,Simone Consonni,122,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,28,10
29,Jan Polanc,138,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,29,10
30,Edward Theuns,108,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,30,10
31,Jack Bauer,162,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,31,10
32,Casper Phillip Pedersen,207,Team Sunweb,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,32,10
33,Joris Nieuwenhuis,206,Team Sunweb,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,33,10
34,Søren Kragh Andersen,205,Team Sunweb,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,34,10
35,Wout Van Aert,18,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,35,10
36,Daniel Felipe Martinez,76,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,36,10
37,Clément Russo,87,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,37,10
38,Amund Grøndahl Jansen,13,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,38,10
39,Primož Roglic,11,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,39,10
40,Ryan Gibbons,193,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,40,10
41,Sepp Kuss,16,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,41,10
42,Marco Marcato,137,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,42,10
43,Tom Dumoulin,14,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,43,10
44,Richard Carapaz,3,Ineos Grenadiers,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,44,10
45,Egan Bernal,1,Ineos Grenadiers,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,45,10
46,Esteban Chaves,164,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,46,10
47,Jens Debusschere,214,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,47,10
48,Daniel Oss,26,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,48,10
49,Jasper De Buyst,153,Lotto Soudal,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,49,10
50,Roger Kluge,158,Lotto Soudal,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,50,10
51,Christopher Juul Jensen,166,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,51,10
52,Tony Martin,17,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,52,10
53,Kasper Asgreen,42,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,53,10
54,Cyril Barthe,212,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,54,10
55,Fabien Grellier,185,Total Direct Energie,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,55,10
56,Kévin Reza,217,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,56,10
57,Mikael Cherel,32,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,57,10
58,Tom Van Asbroeck,178,Israel Start-Up Nation,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,58,10
59,Dayer Quintana,85,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,59,10
60,Nairo Quintana,81,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,60,10
61,Fabio Aru,132,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,61,10
62,Maxime Chevalier,213,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,62,10
63,Gregor Mühlberger,25,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,63,10
64,Tiesj Benoot,201,Team Sunweb,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,64,10
65,Felix Grossschartner,23,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,65,10
66,Emanuel Buchmann,22,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,66,10
67,Simon Geschke,113,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,67,10
68,Greg Van Avermaet,111,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,68,10
69,Robert Gesink,15,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,69,10
70,Hugo Hofstetter,174,Israel Start-Up Nation,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,70,10
71,Tejay Van Garderen,78,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,71,10
72,Jens Keukeleire,75,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,72,10
73,Quentin Pacher,216,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,73,10
74,Pierre Luc Perichon,127,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,74,10
75,Guillaume Martin,121,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,75,10
76,Michal Kwiatkowski,5,Ineos Grenadiers,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,76,10
77,Geoffrey Soupe,187,Total Direct Energie,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,77,10
78,Nelson Oliveira,95,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,78,10
79,David De La Cruz,133,Uae Team Emirates,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,79,10
80,Enric Mas,94,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,80,10
81,Alexis Vuillermoz,38,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,81,10
82,Pierre Latour,34,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,82,10
83,Nans Peters,36,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,83,10
84,Romain Bardet,31,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,84,10
85,Neilson Powless,77,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,85,10
86,Hugh John Carthy,73,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,86,10
87,Alberto Bettiol,72,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,87,10
88,Krists Neilands,175,Israel Start-Up Nation,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,88,10
89,Maximilian Walscheid,198,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,89,10
90,Michael Hundahl Valgren,195,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,90,10
91,Edvald Boasson Hagen,192,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,91,10
92,Gorka Izaguirre Insausti,144,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,92,10
93,Rigoberto Uran,71,Ef Pro Cycling,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,93,10
94,Pierre Rolland,218,B&B Hotels - Vital Concept P / B Ktm,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,94,10
95,Nicolas Edet,123,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,95,10
96,Bauke Mollema,104,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,96,10
97,Michael Gogl,194,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,97,10
98,Mikel Nieve,168,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,98,10
99,Maximilian Schachmann,28,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,99,10
100,Dylan Van Baarle,8,Ineos Grenadiers,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,100,10
101,Kenny Elissonde,103,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,101,10
102,Nicolas Roche,208,Team Sunweb,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,102,10
103,Jan Hirt,114,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,103,10
104,Alessandro De Marchi,112,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,104,10
105,Dries Devenyns,46,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,105,10
106,Tim Declercq,45,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,106,10
107,Julian Alaphilippe,41,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,107,10
108,Bob Jungels,47,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,108,10
109,Alexey Lutsenko,146,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,109,10
110,Ilnur Zakarin,118,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,110,10
111,Imanol Erviti,93,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,111,10
112,Jonathan Castroviejo,4,Ineos Grenadiers,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,112,10
113,Luis León Sanchez,147,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,113,10
114,Benoit Cosnefroy,33,Ag2r La Mondiale,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,114,10
115,Richie Porte,101,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,115,10
116,Adam Yates,161,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,116,10
117,Daryl Impey,165,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,117,10
118,Daniel Martin,171,Israel Start-Up Nation,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,118,10
119,Lennard Kämna,24,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,119,10
120,Domenico Pozzovivo,197,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,120,10
121,Toms Skujins,106,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,121,10
122,Alejandro Valverde,91,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,122,10
123,Dario Cataldo,92,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,123,10
124,Frederik Frison,156,Lotto Soudal,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,124,10
125,Jesus Herrada,124,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,125,10
126,Romain Sicard,186,Total Direct Energie,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,126,10
127,Roman Kreuziger,196,Ntt Pro Cycling Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,127,10
128,Mikel Landa,61,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,128,10
129,Omar Fraile,142,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,129,10
130,Miguel Angel Lopez,141,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,130,10
131,Ion Izaguirre Insausti,145,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,131,10
132,Harold Tejada,148,Astana Pro Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,132,10
134,Lukas Pöstlberger,27,Bora - Hansgrohe,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,133,10
135,Anthony Perez,126,Cofidis,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,134,10
136,Diego Rosa,86,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,135,10
137,Warren Barguil,83,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,136,10
138,Winner Anacona,82,Team Arkea - Samsic,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,137,10
140,Samuel Bewley,163,Mitchelton - Scott,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,138,10
141,Stefan Küng,54,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,139,10
142,Matthieu Ladagnous,55,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,140,10
143,Rudy Molard,57,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,141,10
144,Thibaut Pinot,51,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,142,10
146,Valentin Madouas,56,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,143,10
147,Marc Hirschi,204,Team Sunweb,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,144,10
148,Michael Schär,116,Ccc Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,145,10
149,Niklas Eg,102,Trek - Segafredo,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,146,10
152,Wouter Poels,67,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,147,10
153,Carlos Verona,98,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,148,10
155,José Rojas,96,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,149,10
156,André Greipel,172,Israel Start-Up Nation,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,150,10
157,Nils Politt,177,Israel Start-Up Nation,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,151,10
158,Marc Soler,97,Movistar Team,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,152,10
159,William Bonnet,52,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,153,10
160,Rémi Cavagna,44,Deceuninck - Quick - Step,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,154,10
161,Pello Bilbao,62,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,155,10
162,Damiano Caruso,63,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,156,10
163,Sonny Colbrelli,64,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,157,10
164,Matej Mohoric,66,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,158,10
165,David Gaudu,53,Groupama - Fdj,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,159,10
166,George Bennett,12,Team Jumbo - Visma,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,160,10
175,Rafael Valls Ferri,68,Bahrain - Mclaren,3H 46M 23S,0,0,1,2020-08-29,156,Nice,Nice,Flat stage,NOR,135,135,185,105,135,13583,13583,161,10
