rank,rider,rider_number,team,time,bonus,penalty,stage,date,distance,origin,destination,stage_type,winner_country,general,points,mountains,young,stage_winner,time_seconds,cumtime,gc_rank,timediff
104,Rémi Cavagna,44,Deceuninck - Quick - Step,4H 1M 24S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14484,175039,128,8515
6,Mads Pedersen,105,Trek - Segafredo,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175106,129,8582
160,Benoit Cosnefroy,33,Ag2r La Mondiale,4H 7M 47S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14867,175145,130,8621
158,Tony Martin,17,Team Jumbo - Visma,4H 7M 47S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14867,175157,131,8633
13,Anthony Turgis,188,Total Direct Energie,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175181,132,8657
28,Jonas Koch,115,Ccc Team,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175205,133,8681
20,Kévin Ledanois,84,Team Arkea - Samsic,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175207,134,8683
17,Elia Viviani,128,Cofidis,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175303,135,8779
12,Alexander Kristoff,135,Uae Team Emirates,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175417,136,8893
10,Ryan Gibbons,193,Ntt Pro Cycling Team,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175432,137,8908
87,Kévin Reza,217,B&B Hotels - Vital Concept P / B Ktm,4H 0M 33S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14433,175440,138,8916
2,Sam Bennett,43,Deceuninck - Quick - Step,3H 59M 55S,6,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14395,175462,139,8938
1,Caleb Ewan,151,Lotto Soudal,3H 59M 51S,10,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14391,175485,140,8961
18,Cees Bol,203,Team Sunweb,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175485,141,8961
86,Jens Debusschere,214,B&B Hotels - Vital Concept P / B Ktm,4H 0M 17S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14417,175519,142,8995
47,Geoffrey Soupe,187,Total Direct Energie,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175553,143,9029
90,Maximilian Walscheid,198,Ntt Pro Cycling Team,4H 0M 52S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14452,175608,144,9084
61,André Greipel,172,Israel Start-Up Nation,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175653,145,9129
117,Luke Rowe,6,Ineos Grenadiers,4H 2M 59S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14579,175744,146,9220
118,Simone Consonni,122,Cofidis,4H 3M 5S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14585,175756,147,9232
152,David De La Cruz,133,Uae Team Emirates,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,175776,148,9252
95,Guy Niv,176,Israel Start-Up Nation,4H 1M 21S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14481,175804,149,9280
16,Clément Russo,87,Team Arkea - Samsic,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175820,150,9296
76,Nikias Arndt,202,Team Sunweb,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,175887,151,9363
91,Jasper De Buyst,153,Lotto Soudal,4H 0M 59S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14459,175894,152,9370
157,Mathieu Burgaudeau,182,Total Direct Energie,4H 6M 47S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14807,175957,153,9433
15,Niccolò Bonifazio,181,Total Direct Energie,4H 0M 1S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14401,176118,154,9594
134,Frederik Frison,156,Lotto Soudal,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,176131,155,9607
142,Wouter Poels,67,Bahrain - Mclaren,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,176168,156,9644
132,Maxime Chevalier,213,B&B Hotels - Vital Concept P / B Ktm,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,176227,157,9703
151,Marco Haller,65,Bahrain - Mclaren,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,176264,158,9740
148,Roger Kluge,158,Lotto Soudal,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,176357,159,9833
126,Pavel Sivakov,7,Ineos Grenadiers,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,176811,160,10287
154,Jérôme Cousin,184,Total Direct Energie,4H 4M 26S,0,0,11,2020-09-09,167,Châtelaillon-Plage,Poitiers,Flat stage,AUS,11,43,33,1,151,14666,177219,161,10695
24,Primož Roglic,11,Team Jumbo - Visma,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185203,1,0
25,Egan Bernal,1,Ineos Grenadiers,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185224,2,21
46,Guillaume Martin,121,Cofidis,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185231,3,28
48,Romain Bardet,31,Ag2r La Mondiale,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185233,4,30
30,Rigoberto Uran,71,Ef Pro Cycling,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185235,5,32
47,Nairo Quintana,81,Team Arkea - Samsic,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185235,6,32
26,Tadej Pogacar,131,Uae Team Emirates,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185247,7,44
21,Adam Yates,161,Mitchelton - Scott,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185265,8,62
39,Miguel Angel Lopez,141,Astana Pro Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185278,9,75
54,Mikel Landa,61,Bahrain - Mclaren,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185305,10,102
41,Richie Porte,101,Trek - Segafredo,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185316,11,113
40,Enric Mas,94,Movistar Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185325,12,122
20,Bauke Mollema,104,Trek - Segafredo,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185354,13,151
22,Tom Dumoulin,14,Team Jumbo - Visma,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185405,14,202
32,Damiano Caruso,63,Bahrain - Mclaren,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185425,15,222
43,Richard Carapaz,3,Ineos Grenadiers,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185425,16,222
33,Alejandro Valverde,91,Movistar Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185426,17,223
51,Esteban Chaves,164,Mitchelton - Scott,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,185936,18,733
82,Sergio Andres Higuita,74,Ef Pro Cycling,5H 18M 26S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19106,185998,19,795
2,Pierre Rolland,218,B&B Hotels - Vital Concept P / B Ktm,5H 9M 30S,6,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18570,186340,20,1137
67,Warren Barguil,83,Team Arkea - Samsic,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,186634,21,1431
101,Emanuel Buchmann,22,Bora - Hansgrohe,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,186806,22,1603
64,Mikael Cherel,32,Ag2r La Mondiale,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,187088,23,1885
27,Sepp Kuss,16,Team Jumbo - Visma,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,187124,24,1921
58,Thibaut Pinot,51,Groupama - Fdj,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,187240,25,2037
57,Gorka Izaguirre Insausti,144,Astana Pro Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,187367,26,2164
42,Pello Bilbao,62,Bahrain - Mclaren,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,187530,27,2327
12,Marc Soler,97,Movistar Team,5H 10M 49S,5,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18649,187611,28,2408
72,George Bennett,12,Team Jumbo - Visma,5H 11M 42S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18702,187652,29,2449
8,Sébastien Reichenbach,58,Groupama - Fdj,5H 9M 41S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18581,187971,30,2768
52,Romain Sicard,186,Total Direct Energie,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188032,31,2829
19,Wout Van Aert,18,Team Jumbo - Visma,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188069,32,2866
14,Greg Van Avermaet,111,Ccc Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188335,33,3132
65,Rudy Molard,57,Groupama - Fdj,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188364,34,3161
69,Alexey Lutsenko,146,Astana Pro Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188460,35,3257
23,Michal Kwiatkowski,5,Ineos Grenadiers,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188541,36,3338
63,Carlos Verona,98,Movistar Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188547,37,3344
11,Julian Alaphilippe,41,Deceuninck - Quick - Step,5H 10M 37S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18637,188555,38,3352
61,Mikel Nieve,168,Mitchelton - Scott,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188707,39,3504
75,Jonathan Castroviejo,4,Ineos Grenadiers,5H 12M 32S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18752,188778,40,3575
140,Hugh John Carthy,73,Ef Pro Cycling,5H 34M 35S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20075,188803,41,3600
9,Kenny Elissonde,103,Trek - Segafredo,5H 9M 45S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18585,188941,42,3738
139,Luis León Sanchez,147,Astana Pro Team,5H 34M 35S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20075,188944,43,3741
68,Robert Gesink,15,Team Jumbo - Visma,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,188951,44,3748
6,Maximilian Schachmann,28,Bora - Hansgrohe,5H 9M 39S,2,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18579,188972,45,3769
105,Daniel Felipe Martinez,76,Ef Pro Cycling,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,189024,46,3821
28,Valentin Madouas,56,Groupama - Fdj,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,189034,47,3831
1,Marc Hirschi,204,Team Sunweb,5H 8M 31S,18,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18511,189058,48,3855
3,Søren Kragh Andersen,205,Team Sunweb,5H 9M 37S,4,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18577,189144,49,3941
45,Jan Polanc,138,Uae Team Emirates,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,189226,50,4023
5,Jesus Herrada,124,Cofidis,5H 9M 41S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18581,189260,51,4057
53,Neilson Powless,77,Ef Pro Cycling,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,189292,52,4089
36,Stefan Küng,54,Groupama - Fdj,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,189431,53,4228
136,Harold Tejada,148,Astana Pro Team,5H 28M 46S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19726,189439,54,4236
86,Bob Jungels,47,Deceuninck - Quick - Step,5H 21M 47S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19307,189459,55,4256
7,Hugo Houle,143,Astana Pro Team,5H 9M 41S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18581,189634,56,4431
60,David Gaudu,53,Groupama - Fdj,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,189740,57,4537
71,Daniel Martin,171,Israel Start-Up Nation,5H 11M 38S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18698,189760,58,4557
147,Alexis Vuillermoz,38,Ag2r La Mondiale,5H 35M 14S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20114,189808,59,4605
74,Lennard Kämna,24,Bora - Hansgrohe,5H 12M 11S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18731,189862,60,4659
104,Nelson Oliveira,95,Movistar Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,189926,61,4723
158,Toms Skujins,106,Trek - Segafredo,5H 35M 14S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20114,189947,62,4744
70,Winner Anacona,82,Team Arkea - Samsic,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,190126,63,4923
4,Quentin Pacher,216,B&B Hotels - Vital Concept P / B Ktm,5H 9M 41S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18581,190234,64,5031
134,Felix Grossschartner,23,Bora - Hansgrohe,5H 28M 46S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19726,190252,65,5049
114,Dylan Van Baarle,8,Ineos Grenadiers,5H 25M 3S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19503,190422,66,5219
85,Ben Hermans,173,Israel Start-Up Nation,5H 21M 47S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19307,190478,67,5275
49,Niklas Eg,102,Trek - Segafredo,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,190522,68,5319
31,Cyril Gautier,215,B&B Hotels - Vital Concept P / B Ktm,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,190524,69,5321
10,Nicolas Roche,208,Team Sunweb,5H 9M 45S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18585,190597,70,5394
102,José Rojas,96,Movistar Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,190767,71,5564
84,Michael Hundahl Valgren,195,Ntt Pro Cycling Team,5H 19M 58S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19198,190827,72,5624
95,Dario Cataldo,92,Movistar Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,190974,73,5771
62,Omar Fraile,142,Astana Pro Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,191016,74,5813
44,Nicolas Edet,123,Cofidis,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,191044,75,5841
135,Alberto Bettiol,72,Ef Pro Cycling,5H 28M 46S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19726,191157,76,5954
15,Jasper Stuyven,107,Trek - Segafredo,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,191180,77,5977
18,Oliver Naesen,35,Ag2r La Mondiale,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,191282,78,6079
66,Thomas De Gendt,154,Lotto Soudal,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,191437,79,6234
79,Dries Devenyns,46,Deceuninck - Quick - Step,5H 17M 39S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19059,191457,80,6254
92,Michael Schär,116,Ccc Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,191965,81,6762
13,Peter Sagan,21,Bora - Hansgrohe,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,192012,82,6809
117,Krists Neilands,175,Israel Start-Up Nation,5H 25M 38S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19538,192104,83,6901
99,Nans Peters,36,Ag2r La Mondiale,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,192107,84,6904
38,Matteo Trentin,117,Ccc Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,192166,85,6963
59,Jens Keukeleire,75,Ef Pro Cycling,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,192441,86,7238
155,Simon Geschke,113,Ccc Team,5H 35M 14S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20114,192472,87,7269
34,Tom Van Asbroeck,178,Israel Start-Up Nation,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,192498,88,7295
106,Jan Hirt,114,Ccc Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,192514,89,7311
78,Jack Bauer,162,Mitchelton - Scott,5H 17M 39S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19059,192527,90,7324
94,Edvald Boasson Hagen,192,Ntt Pro Cycling Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,192527,91,7324
16,Michael Gogl,194,Ntt Pro Cycling Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,192535,92,7332
113,Clément Venturini,37,Ag2r La Mondiale,5H 25M 3S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19503,192579,93,7376
148,Pierre Latour,34,Ag2r La Mondiale,5H 35M 14S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20114,192617,94,7414
90,Vegard Stake Laengen,136,Uae Team Emirates,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,192727,95,7524
35,Luka Mezgec,167,Mitchelton - Scott,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,192743,96,7540
103,Tejay Van Garderen,78,Ef Pro Cycling,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,192823,97,7620
88,Matej Mohoric,66,Bahrain - Mclaren,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,192878,98,7675
115,Matthieu Ladagnous,55,Groupama - Fdj,5H 25M 3S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19503,192999,99,7796
17,Cyril Barthe,212,B&B Hotels - Vital Concept P / B Ktm,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,193001,100,7798
108,Sonny Colbrelli,64,Bahrain - Mclaren,5H 25M 3S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19503,193025,101,7822
81,Christopher Juul Jensen,166,Mitchelton - Scott,5H 17M 39S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19059,193106,102,7903
50,Roman Kreuziger,196,Ntt Pro Cycling Team,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,193127,103,7924
76,Pierre Luc Perichon,127,Cofidis,5H 12M 39S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18759,193179,104,7976
96,Imanol Erviti,93,Movistar Team,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,193187,105,7984
150,Daniel Oss,26,Bora - Hansgrohe,5H 35M 14S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,20114,193212,106,8009
55,Tiesj Benoot,201,Team Sunweb,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,193224,107,8021
80,Alessandro De Marchi,112,Ccc Team,5H 17M 39S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19059,193251,108,8048
56,Andrey Amador,2,Ineos Grenadiers,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,193270,109,8067
37,Daryl Impey,165,Mitchelton - Scott,5H 11M 19S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,18679,193327,110,8124
120,Connor Swift,88,Team Arkea - Samsic,5H 28M 46S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19726,193687,111,8484
93,Dayer Quintana,85,Team Arkea - Samsic,5H 22M 27S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19347,193689,112,8486
109,Marco Marcato,137,Uae Team Emirates,5H 25M 3S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19503,193807,113,8604
107,Christophe Laporte,125,Cofidis,5H 22M 32S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19352,193926,114,8723
132,Hugo Hofstetter,174,Israel Start-Up Nation,5H 28M 46S,0,0,12,2020-09-10,218,Chauvigny,Sarran,Hilly stage,SUI,11,43,33,1,204,19726,193937,115,8734
