Rank,Rider,Rank.1,Rider No.,Team,Times,Gap,B,P,year,edition
79,EMANUEL BUCHMANN,79,22,BORA - HANSGROHE,04h 37' 34'',+ 00h 24' 42'',-,-,2020.0,107.0
80,JESUS HERRADA,80,124,COFIDIS,04h 37' 34'',+ 00h 24' 42'',-,-,2020.0,107.0
81,NANS PETERS,81,36,AG2R LA MONDIALE,04h 37' 34'',+ 00h 24' 42'',-,-,2020.0,107.0
82,FABIEN GRELLIER,82,185,TOTAL DIRECT ENERGIE,04h 37' 34'',+ 00h 24' 42'',-,-,2020.0,107.0
83,JORIS NIEUWENHUIS,83,206,TEAM SUNWEB,04h 38' 09'',+ 00h 25' 17'',-,-,2020.0,107.0
84,MARC HIRSCHI,84,204,TEAM SUNWEB,04h 38' 09'',+ 00h 25' 17'',-,-,2020.0,107.0
85,PIERRE LUC PERICHON,85,127,COFIDIS,04h 38' 15'',+ 00h 25' 23'',-,-,2020.0,107.0
86,JASPER STUYVEN,86,107,TREK - SEGAFREDO,04h 39' 16'',+ 00h 26' 24'',-,-,2020.0,107.0
87,TOMS SKUJINS,87,106,TREK - SEGAFREDO,04h 39' 16'',+ 00h 26' 24'',-,-,2020.0,107.0
88,MADS PEDERSEN,88,105,TREK - SEGAFREDO,04h 39' 16'',+ 00h 26' 24'',-,-,2020.0,107.0
89,TOM VAN ASBROECK,89,178,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
90,KRISTS NEILANDS,90,175,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
91,NIKIAS ARNDT,91,202,TEAM SUNWEB,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
92,NILS POLITT,92,177,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
93,CLÉMENT RUSSO,93,87,TEAM ARKEA - SAMSIC,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
94,LUKAS PÖSTLBERGER,94,27,BORA - HANSGROHE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
95,JOSÉ ROJAS,95,96,MOVISTAR TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
96,DARYL IMPEY,96,165,MITCHELTON - SCOTT,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
97,ANTHONY TURGIS,97,188,TOTAL DIRECT ENERGIE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
98,MATTHIEU LADAGNOUS,98,55,GROUPAMA - FDJ,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
99,MARCO MARCATO,99,137,UAE TEAM EMIRATES,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
100,JACK BAUER,100,162,MITCHELTON - SCOTT,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
101,GEOFFREY SOUPE,101,187,TOTAL DIRECT ENERGIE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
102,SONNY COLBRELLI,102,64,BAHRAIN - MCLAREN,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
103,CONNOR SWIFT,103,88,TEAM ARKEA - SAMSIC,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
104,GUY NIV,104,176,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
105,DANIEL MARTIN,105,171,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
106,MICHAEL HUNDAHL VALGREN,106,195,NTT PRO CYCLING TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
107,KÉVIN REZA,107,217,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
108,BENOIT COSNEFROY,108,33,AG2R LA MONDIALE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
109,MAXIME CHEVALIER,109,213,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
110,OLIVER NAESEN,110,35,AG2R LA MONDIALE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
111,TIM DECLERCQ,111,45,DECEUNINCK - QUICK - STEP,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
112,RÉMI CAVAGNA,112,44,DECEUNINCK - QUICK - STEP,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
113,EDVALD BOASSON HAGEN,113,192,NTT PRO CYCLING TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
114,GREG VAN AVERMAET,114,111,CCC TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
115,JENS DEBUSSCHERE,115,214,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
116,MARCO HALLER,116,65,BAHRAIN - MCLAREN,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
117,TEJAY VAN GARDEREN,117,78,EF PRO CYCLING,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
118,MAXIMILIAN WALSCHEID,118,198,NTT PRO CYCLING TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
119,ANDRÉ GREIPEL,119,172,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
120,MAXIMILIAN SCHACHMANN,120,28,BORA - HANSGROHE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
121,TONY MARTIN,121,17,TEAM JUMBO - VISMA,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
122,SIMONE CONSONNI,122,122,COFIDIS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
123,OMAR FRAILE,123,142,ASTANA PRO TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
124,JONATHAN CASTROVIEJO,124,4,INEOS GRENADIERS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
125,PETER SAGAN,125,21,BORA - HANSGROHE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
126,ELIA VIVIANI,126,128,COFIDIS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
127,EGAN BERNAL,127,1,INEOS GRENADIERS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
128,BRYAN COQUARD,128,211,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
129,HAROLD TEJADA,129,148,ASTANA PRO TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
130,ALEXEY LUTSENKO,130,146,ASTANA PRO TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
131,CLÉMENT VENTURINI,131,37,AG2R LA MONDIALE,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
132,MICHAL KWIATKOWSKI,132,5,INEOS GRENADIERS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
133,HUGO HOFSTETTER,133,174,ISRAEL START-UP NATION,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
134,SØREN KRAGH ANDERSEN,134,205,TEAM SUNWEB,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
135,KASPER ASGREEN,135,42,DECEUNINCK - QUICK - STEP,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
136,JONAS KOCH,136,115,CCC TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
137,JAN HIRT,137,114,CCC TEAM,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
138,LUKE ROWE,138,6,INEOS GRENADIERS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
139,SAM BENNETT,139,43,DECEUNINCK - QUICK - STEP,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
140,CHRISTOPHE LAPORTE,140,125,COFIDIS,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
141,ALEXANDER KRISTOFF,141,135,UAE TEAM EMIRATES,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
142,MICHAEL MØRKØV,142,48,DECEUNINCK - QUICK - STEP,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
143,LUKA MEZGEC,143,167,MITCHELTON - SCOTT,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
144,EDWARD THEUNS,144,108,TREK - SEGAFREDO,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
145,DRIES DEVENYNS,145,46,DECEUNINCK - QUICK - STEP,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
146,AMUND GRØNDAHL JANSEN,146,13,TEAM JUMBO - VISMA,04h 40' 19'',+ 00h 27' 27'',-,-,2020.0,107.0
147,ROMAN KREUZIGER,147,196,NTT PRO CYCLING TEAM,04h 40' 41'',+ 00h 27' 49'',-,-,2020.0,107.0
148,MICHAEL GOGL,148,194,NTT PRO CYCLING TEAM,04h 40' 41'',+ 00h 27' 49'',-,-,2020.0,107.0
149,NICCOLÒ BONIFAZIO,149,181,TOTAL DIRECT ENERGIE,04h 41' 00'',+ 00h 28' 08'',-,-,2020.0,107.0
150,CEES BOL,150,203,TEAM SUNWEB,04h 41' 00'',+ 00h 28' 08'',-,-,2020.0,107.0
151,CALEB EWAN,151,151,LOTTO SOUDAL,04h 43' 44'',+ 00h 30' 52'',-,-,2020.0,107.0
152,ROGER KLUGE,152,158,LOTTO SOUDAL,04h 43' 44'',+ 00h 30' 52'',-,-,2020.0,107.0
153,JASPER DE BUYST,153,153,LOTTO SOUDAL,04h 43' 44'',+ 00h 30' 52'',-,-,2020.0,107.0
154,FREDERIK FRISON,154,156,LOTTO SOUDAL,04h 43' 44'',+ 00h 30' 52'',-,-,2020.0,107.0
1,MIGUEL ANGEL LOPEZ,1,141,ASTANA PRO TEAM,04h 49' 08'',-,B : 10'',-,2020.0,107.0
2,PRIMOŽ ROGLIC,2,11,TEAM JUMBO - VISMA,04h 49' 23'',+ 00h 00' 15'',B : 6'',-,2020.0,107.0
3,TADEJ POGACAR,3,131,UAE TEAM EMIRATES,04h 49' 38'',+ 00h 00' 30'',B : 4'',-,2020.0,107.0
4,SEPP KUSS,4,16,TEAM JUMBO - VISMA,04h 50' 04'',+ 00h 00' 56'',-,-,2020.0,107.0
5,RICHIE PORTE,5,101,TREK - SEGAFREDO,04h 50' 09'',+ 00h 01' 01'',-,-,2020.0,107.0
6,ENRIC MAS,6,94,MOVISTAR TEAM,04h 50' 20'',+ 00h 01' 12'',-,-,2020.0,107.0
7,MIKEL LANDA,7,61,BAHRAIN - MCLAREN,04h 50' 28'',+ 00h 01' 20'',-,-,2020.0,107.0
8,ADAM YATES,8,161,MITCHELTON - SCOTT,04h 50' 28'',+ 00h 01' 20'',-,-,2020.0,107.0
9,RIGOBERTO URAN,9,71,EF PRO CYCLING,04h 51' 07'',+ 00h 01' 59'',-,-,2020.0,107.0
10,TOM DUMOULIN,10,14,TEAM JUMBO - VISMA,04h 51' 21'',+ 00h 02' 13'',-,-,2020.0,107.0
11,RICHARD CARAPAZ,11,3,INEOS GRENADIERS,04h 51' 49'',+ 00h 02' 41'',-,-,2020.0,107.0
12,ALEJANDRO VALVERDE,12,91,MOVISTAR TEAM,04h 51' 56'',+ 00h 02' 48'',-,-,2020.0,107.0
13,DAMIANO CARUSO,13,63,BAHRAIN - MCLAREN,04h 52' 38'',+ 00h 03' 30'',-,-,2020.0,107.0
14,GUILLAUME MARTIN,14,121,COFIDIS,04h 53' 07'',+ 00h 03' 59'',-,-,2020.0,107.0
15,VALENTIN MADOUAS,15,56,GROUPAMA - FDJ,04h 53' 17'',+ 00h 04' 09'',-,-,2020.0,107.0
16,KENNY ELISSONDE,16,103,TREK - SEGAFREDO,04h 55' 20'',+ 00h 06' 12'',-,-,2020.0,107.0
17,CARLOS VERONA,17,98,MOVISTAR TEAM,04h 56' 01'',+ 00h 06' 53'',-,-,2020.0,107.0
18,DAVID DE LA CRUZ,18,133,UAE TEAM EMIRATES,04h 56' 23'',+ 00h 07' 15'',-,-,2020.0,107.0
19,WOUT VAN AERT,19,18,TEAM JUMBO - VISMA,04h 56' 23'',+ 00h 07' 15'',-,-,2020.0,107.0
20,WARREN BARGUIL,20,83,TEAM ARKEA - SAMSIC,04h 56' 23'',+ 00h 07' 15'',-,-,2020.0,107.0
21,GORKA IZAGUIRRE INSAUSTI,21,144,ASTANA PRO TEAM,04h 57' 27'',+ 00h 08' 19'',-,-,2020.0,107.0
22,PELLO BILBAO,22,62,BAHRAIN - MCLAREN,04h 58' 18'',+ 00h 09' 10'',-,-,2020.0,107.0
23,HUGH JOHN CARTHY,23,73,EF PRO CYCLING,04h 58' 57'',+ 00h 09' 49'',-,-,2020.0,107.0
24,BENOIT COSNEFROY,24,33,AG2R LA MONDIALE,05h 01' 22'',+ 00h 12' 14'',-,-,2020.0,107.0
25,ROBERT GESINK,25,15,TEAM JUMBO - VISMA,05h 04' 41'',+ 00h 15' 33'',-,-,2020.0,107.0
26,JULIAN ALAPHILIPPE,26,41,DECEUNINCK - QUICK - STEP,05h 07' 13'',+ 00h 18' 05'',-,-,2020.0,107.0
27,GEORGE BENNETT,27,12,TEAM JUMBO - VISMA,05h 07' 34'',+ 00h 18' 26'',-,-,2020.0,107.0
28,JAN POLANC,28,138,UAE TEAM EMIRATES,05h 07' 48'',+ 00h 18' 40'',-,-,2020.0,107.0
29,MICHAEL GOGL,29,194,NTT PRO CYCLING TEAM,05h 08' 08'',+ 00h 19' 00'',-,-,2020.0,107.0
30,OMAR FRAILE,30,142,ASTANA PRO TEAM,05h 08' 16'',+ 00h 19' 08'',-,-,2020.0,107.0
31,DANIEL MARTIN,31,171,ISRAEL START-UP NATION,05h 09' 13'',+ 00h 20' 05'',-,-,2020.0,107.0
32,WOUTER POELS,32,67,BAHRAIN - MCLAREN,05h 09' 44'',+ 00h 20' 36'',-,-,2020.0,107.0
33,ALEXIS VUILLERMOZ,33,38,AG2R LA MONDIALE,05h 10' 36'',+ 00h 21' 28'',-,-,2020.0,107.0
34,THIBAUT PINOT,34,51,GROUPAMA - FDJ,05h 10' 36'',+ 00h 21' 28'',-,-,2020.0,107.0
35,SÉBASTIEN REICHENBACH,35,58,GROUPAMA - FDJ,05h 10' 36'',+ 00h 21' 28'',-,-,2020.0,107.0
36,MIKAEL CHEREL,36,32,AG2R LA MONDIALE,05h 10' 36'',+ 00h 21' 28'',-,-,2020.0,107.0
37,LENNARD KÄMNA,37,24,BORA - HANSGROHE,05h 10' 55'',+ 00h 21' 47'',-,-,2020.0,107.0
38,RUDY MOLARD,38,57,GROUPAMA - FDJ,05h 10' 59'',+ 00h 21' 51'',-,-,2020.0,107.0
39,MATEJ MOHORIC,39,66,BAHRAIN - MCLAREN,05h 11' 12'',+ 00h 22' 04'',-,-,2020.0,107.0
40,THOMAS DE GENDT,40,154,LOTTO SOUDAL,05h 11' 34'',+ 00h 22' 26'',-,-,2020.0,107.0
41,ROMAIN SICARD,41,186,TOTAL DIRECT ENERGIE,05h 11' 37'',+ 00h 22' 29'',-,-,2020.0,107.0
42,NIKLAS EG,42,102,TREK - SEGAFREDO,05h 12' 18'',+ 00h 23' 10'',-,-,2020.0,107.0
43,EMANUEL BUCHMANN,43,22,BORA - HANSGROHE,05h 12' 41'',+ 00h 23' 33'',-,-,2020.0,107.0
44,NELSON OLIVEIRA,44,95,MOVISTAR TEAM,05h 13' 16'',+ 00h 24' 08'',-,-,2020.0,107.0
45,DAYER QUINTANA,45,85,TEAM ARKEA - SAMSIC,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
46,NAIRO QUINTANA,46,81,TEAM ARKEA - SAMSIC,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
47,QUENTIN PACHER,47,216,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
48,PAVEL SIVAKOV,48,7,INEOS GRENADIERS,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
49,CYRIL BARTHE,49,212,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
50,OLIVER NAESEN,50,35,AG2R LA MONDIALE,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
51,TIESJ BENOOT,51,201,TEAM SUNWEB,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
52,BEN HERMANS,52,173,ISRAEL START-UP NATION,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
53,RYAN GIBBONS,53,193,NTT PRO CYCLING TEAM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
54,JORIS NIEUWENHUIS,54,206,TEAM SUNWEB,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
55,HUGO HOULE,55,143,ASTANA PRO TEAM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
56,MICHAEL SCHÄR,56,116,CCC TEAM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
57,ALEXEY LUTSENKO,57,146,ASTANA PRO TEAM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
58,DYLAN VAN BAARLE,58,8,INEOS GRENADIERS,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
59,MATTHIEU LADAGNOUS,59,55,GROUPAMA - FDJ,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
60,MARC SOLER,60,97,MOVISTAR TEAM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
61,PIERRE ROLLAND,61,218,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
62,IMANOL ERVITI,62,93,MOVISTAR TEAM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
63,CYRIL GAUTIER,63,215,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
64,MAXIME CHEVALIER,64,213,B&B HOTELS - VITAL CONCEPT P / B KTM,05h 14' 25'',+ 00h 25' 17'',-,-,2020.0,107.0
65,DANIEL FELIPE MARTINEZ,65,76,EF PRO CYCLING,05h 14' 34'',+ 00h 25' 26'',-,-,2020.0,107.0
66,ESTEBAN CHAVES,66,164,MITCHELTON - SCOTT,05h 14' 34'',+ 00h 25' 26'',-,-,2020.0,107.0
67,NANS PETERS,67,36,AG2R LA MONDIALE,05h 14' 34'',+ 00h 25' 26'',-,-,2020.0,107.0
68,VEGARD STAKE LAENGEN,68,136,UAE TEAM EMIRATES,05h 14' 34'',+ 00h 25' 26'',-,-,2020.0,107.0
69,WINNER ANACONA,69,82,TEAM ARKEA - SAMSIC,05h 14' 48'',+ 00h 25' 40'',-,-,2020.0,107.0
70,KÉVIN LEDANOIS,70,84,TEAM ARKEA - SAMSIC,05h 14' 56'',+ 00h 25' 48'',-,-,2020.0,107.0
71,CONNOR SWIFT,71,88,TEAM ARKEA - SAMSIC,05h 14' 56'',+ 00h 25' 48'',-,-,2020.0,107.0
72,KRISTS NEILANDS,72,175,ISRAEL START-UP NATION,05h 15' 00'',+ 00h 25' 52'',-,-,2020.0,107.0
73,MAXIMILIAN SCHACHMANN,73,28,BORA - HANSGROHE,05h 15' 00'',+ 00h 25' 52'',-,-,2020.0,107.0
74,DARYL IMPEY,74,165,MITCHELTON - SCOTT,05h 15' 00'',+ 00h 25' 52'',-,-,2020.0,107.0
75,NEILSON POWLESS,75,77,EF PRO CYCLING,05h 15' 00'',+ 00h 25' 52'',-,-,2020.0,107.0
76,JOSÉ ROJAS,76,96,MOVISTAR TEAM,05h 15' 07'',+ 00h 25' 59'',-,-,2020.0,107.0
77,NICOLAS EDET,77,123,COFIDIS,05h 15' 07'',+ 00h 25' 59'',-,-,2020.0,107.0
78,GREG VAN AVERMAET,78,111,CCC TEAM,05h 15' 09'',+ 00h 26' 01'',-,-,2020.0,107.0
79,SONNY COLBRELLI,79,64,BAHRAIN - MCLAREN,05h 15' 14'',+ 00h 26' 06'',-,-,2020.0,107.0
80,TONY MARTIN,80,17,TEAM JUMBO - VISMA,05h 15' 14'',+ 00h 26' 06'',-,-,2020.0,107.0
81,JENS KEUKELEIRE,81,75,EF PRO CYCLING,05h 15' 16'',+ 00h 26' 08'',-,-,2020.0,107.0
82,TEJAY VAN GARDEREN,82,78,EF PRO CYCLING,05h 15' 16'',+ 00h 26' 08'',-,-,2020.0,107.0
83,CHRISTOPHER JUUL JENSEN,83,166,MITCHELTON - SCOTT,05h 15' 16'',+ 00h 26' 08'',-,-,2020.0,107.0
84,JESUS HERRADA,84,124,COFIDIS,05h 15' 16'',+ 00h 26' 08'',-,-,2020.0,107.0
85,SIMON GESCHKE,85,113,CCC TEAM,05h 15' 40'',+ 00h 26' 32'',-,-,2020.0,107.0
86,GEOFFREY SOUPE,86,187,TOTAL DIRECT ENERGIE,05h 15' 45'',+ 00h 26' 37'',-,-,2020.0,107.0
87,DANIEL OSS,87,26,BORA - HANSGROHE,05h 15' 50'',+ 00h 26' 42'',-,-,2020.0,107.0
88,CLÉMENT VENTURINI,88,37,AG2R LA MONDIALE,05h 15' 54'',+ 00h 26' 46'',-,-,2020.0,107.0
89,EDVALD BOASSON HAGEN,89,192,NTT PRO CYCLING TEAM,05h 16' 33'',+ 00h 27' 25'',-,-,2020.0,107.0
90,SØREN KRAGH ANDERSEN,90,205,TEAM SUNWEB,05h 16' 33'',+ 00h 27' 25'',-,-,2020.0,107.0
91,LUKAS PÖSTLBERGER,91,27,BORA - HANSGROHE,05h 16' 38'',+ 00h 27' 30'',-,-,2020.0,107.0
92,ANTHONY TURGIS,92,188,TOTAL DIRECT ENERGIE,05h 16' 40'',+ 00h 27' 32'',-,-,2020.0,107.0
93,CLÉMENT RUSSO,93,87,TEAM ARKEA - SAMSIC,05h 16' 48'',+ 00h 27' 40'',-,-,2020.0,107.0
94,HAROLD TEJADA,94,148,ASTANA PRO TEAM,05h 17' 25'',+ 00h 28' 17'',-,-,2020.0,107.0
95,LUIS LEÓN SANCHEZ,95,147,ASTANA PRO TEAM,05h 17' 25'',+ 00h 28' 17'',-,-,2020.0,107.0
96,TOM VAN ASBROECK,96,178,ISRAEL START-UP NATION,05h 17' 25'',+ 00h 28' 17'',-,-,2020.0,107.0
97,HUGO HOFSTETTER,97,174,ISRAEL START-UP NATION,05h 17' 31'',+ 00h 28' 23'',-,-,2020.0,107.0
98,RÉMI CAVAGNA,98,44,DECEUNINCK - QUICK - STEP,05h 17' 31'',+ 00h 28' 23'',-,-,2020.0,107.0
99,MICHAEL HUNDAHL VALGREN,99,195,NTT PRO CYCLING TEAM,05h 17' 33'',+ 00h 28' 25'',-,-,2020.0,107.0
100,MADS PEDERSEN,100,105,TREK - SEGAFREDO,05h 17' 33'',+ 00h 28' 25'',-,-,2020.0,107.0
101,NICOLAS ROCHE,101,208,TEAM SUNWEB,05h 17' 35'',+ 00h 28' 27'',-,-,2020.0,107.0
102,MATHIEU BURGAUDEAU,102,182,TOTAL DIRECT ENERGIE,05h 17' 37'',+ 00h 28' 29'',-,-,2020.0,107.0
103,JASPER STUYVEN,103,107,TREK - SEGAFREDO,05h 17' 38'',+ 00h 28' 30'',-,-,2020.0,107.0
104,JACK BAUER,104,162,MITCHELTON - SCOTT,05h 17' 38'',+ 00h 28' 30'',-,-,2020.0,107.0
105,BOB JUNGELS,105,47,DECEUNINCK - QUICK - STEP,05h 17' 40'',+ 00h 28' 32'',-,-,2020.0,107.0
106,FELIX GROSSSCHARTNER,106,23,BORA - HANSGROHE,05h 17' 46'',+ 00h 28' 38'',-,-,2020.0,107.0
107,JAN HIRT,107,114,CCC TEAM,05h 17' 46'',+ 00h 28' 38'',-,-,2020.0,107.0
108,MARC HIRSCHI,108,204,TEAM SUNWEB,05h 17' 49'',+ 00h 28' 41'',-,-,2020.0,107.0
109,ALBERTO BETTIOL,109,72,EF PRO CYCLING,05h 17' 52'',+ 00h 28' 44'',-,-,2020.0,107.0
110,DARIO CATALDO,110,92,MOVISTAR TEAM,05h 17' 53'',+ 00h 28' 45'',-,-,2020.0,107.0
111,TOMS SKUJINS,111,106,TREK - SEGAFREDO,05h 18' 13'',+ 00h 29' 05'',-,-,2020.0,107.0
112,EDWARD THEUNS,112,108,TREK - SEGAFREDO,05h 18' 13'',+ 00h 29' 05'',-,-,2020.0,107.0
113,KASPER ASGREEN,113,42,DECEUNINCK - QUICK - STEP,05h 18' 17'',+ 00h 29' 09'',-,-,2020.0,107.0
114,JONAS KOCH,114,115,CCC TEAM,05h 18' 20'',+ 00h 29' 12'',-,-,2020.0,107.0
115,PETER SAGAN,115,21,BORA - HANSGROHE,05h 18' 24'',+ 00h 29' 16'',-,-,2020.0,107.0
116,JONATHAN CASTROVIEJO,116,4,INEOS GRENADIERS,05h 18' 24'',+ 00h 29' 16'',-,-,2020.0,107.0
117,ANDREY AMADOR,117,2,INEOS GRENADIERS,05h 18' 24'',+ 00h 29' 16'',-,-,2020.0,107.0
118,PIERRE LUC PERICHON,118,127,COFIDIS,05h 18' 28'',+ 00h 29' 20'',-,-,2020.0,107.0
119,FABIEN GRELLIER,119,185,TOTAL DIRECT ENERGIE,05h 18' 30'',+ 00h 29' 22'',-,-,2020.0,107.0
120,NILS POLITT,120,177,ISRAEL START-UP NATION,05h 18' 32'',+ 00h 29' 24'',-,-,2020.0,107.0
121,LUKA MEZGEC,121,167,MITCHELTON - SCOTT,05h 18' 34'',+ 00h 29' 26'',-,-,2020.0,107.0
122,NIKIAS ARNDT,122,202,TEAM SUNWEB,05h 18' 34'',+ 00h 29' 26'',-,-,2020.0,107.0
123,CASPER PHILLIP PEDERSEN,123,207,TEAM SUNWEB,05h 18' 34'',+ 00h 29' 26'',-,-,2020.0,107.0
124,ALESSANDRO DE MARCHI,124,112,CCC TEAM,05h 18' 37'',+ 00h 29' 29'',-,-,2020.0,107.0
125,DRIES DEVENYNS,125,46,DECEUNINCK - QUICK - STEP,05h 18' 45'',+ 00h 29' 37'',-,-,2020.0,107.0
126,JASPER DE BUYST,126,153,LOTTO SOUDAL,05h 18' 48'',+ 00h 29' 40'',-,-,2020.0,107.0
127,AMUND GRØNDAHL JANSEN,127,13,TEAM JUMBO - VISMA,05h 18' 52'',+ 00h 29' 44'',-,-,2020.0,107.0
128,GUY NIV,128,176,ISRAEL START-UP NATION,05h 18' 55'',+ 00h 29' 47'',-,-,2020.0,107.0
129,CHRISTOPHE LAPORTE,129,125,COFIDIS,05h 18' 57'',+ 00h 29' 49'',-,-,2020.0,107.0
130,MICHAL KWIATKOWSKI,130,5,INEOS GRENADIERS,05h 19' 17'',+ 00h 30' 09'',-,-,2020.0,107.0
131,LUKE ROWE,131,6,INEOS GRENADIERS,05h 19' 17'',+ 00h 30' 09'',-,-,2020.0,107.0
132,MICHAEL MØRKØV,132,48,DECEUNINCK - QUICK - STEP,05h 19' 30'',+ 00h 30' 22'',-,-,2020.0,107.0
133,TIM DECLERCQ,133,45,DECEUNINCK - QUICK - STEP,05h 19' 30'',+ 00h 30' 22'',-,-,2020.0,107.0
134,SAM BENNETT,134,43,DECEUNINCK - QUICK - STEP,05h 19' 30'',+ 00h 30' 22'',-,-,2020.0,107.0
135,NICCOLÒ BONIFAZIO,135,181,TOTAL DIRECT ENERGIE,05h 19' 30'',+ 00h 30' 22'',-,-,2020.0,107.0
